game_name	relise_year	func_name	ext_list	script_name	com1	com2
Fahrenheit (Indigo Prophecy)	2004	_QuickBMS	Fahrenheit File (*.d0*; *.dat; *.idx; BigFile*.*)|	\data\scripts\quanticdream.bms		
Fahrenheit: Indigo Prophecy Remasteres	2015	_QuickBMS		\data\scripts\fahrenheit_indigo_prophecy.bms		
Fairly OddParents: Breakin' Da Rules	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Fairly OddParents: Breakin' Da Rules (musi C.xbp)	Page not found!	_QuickBMS	xbp file (*.xbp)|	\data\scripts\blitz_games_xbp.bms		
Fairy Jewels	2007	_QuickBMS		\data\scripts\beetle_ju.bms		
Fairyland: Chronicle	2018	_Construct				
Fairyland: Fairy Power	2016	_Construct				
Fairyland: Incursion	2016	_Construct				
Fairyland: Manuscript	2017	_Construct				
Falcon 4		_ZIP				
Fall Trilogy Chapter 3 Revelation, The	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Fall: Last Days of Gaia, The		_ZIP				
Fallen Doll 		_Unreal4	0x86661528D817A67B19CA10FEAC2998CE4DE2DB08455BC4737133CC583863B52D			
Fallen Doll: Operation Lovecraft (Paralogue)		_Unreal4	0x11E351B904980896D05F3E6D578563EB146D835E98564E2CF362EC43C9FCEA49			
Fallen Earth	2009	_QuickBMS		\data\scripts\fallen_earth_encryption_test.bms		
Falling As Lightning	2021	_Godot				
Falling Skies: The Game	2014	_QuickBMS		\data\scripts\falling_skies.bms		
Fallout		_GAUP	DAT Files (*.DAT)|			
Fallout 2		_GAUP	DAT Files (*.DAT)|			
Fallout 3	2008	_Bethesda				
Fallout 4	2015	_Bethesda				
Fallout 76	2018	_Bethesda				
Fallout Tactics		_ZIP				
Fallout: A post nuclear role game	Page not found!	_QuickBMS	DAT File (*.dat)|	\data\scripts\fallout1.bms		
Fallout: New Vegas	2010	_Bethesda				
Fantastic Creatures	2019	_Godot				
Fantasy College Online	Page not found!	_QuickBMS		\data\scripts\fantasy_college.bms		
Fantasy Tennis	2009	_QuickBMS		\data\scripts\fantasy_tennis.bms		
Far Cry	2004	_CryEngine				
Far Cry 3	2012	_QuickBMS		\data\scripts\fat2_fat3.bms		
Far Cry 4	2014	_QuickBMS		\data\scripts\fat2_fat3.bms		
Far Cry Evolution (Xbox)	Page not found!	_QuickBMS	dat file (*.dat)|	\data\scripts\DAT_FarCryEvolution.bms		
Far Cry Instincts	2005	_CryEngine				
Far Cry Instincts: Evolution	2006	_CryEngine				
Far Cry Instincts: Predator	2006	_CryEngine				
Far Cry Vengeance	2006	_CryEngine				
Faraday Protocol		_Unreal4	0xCADE651F23F441398D1E3B97E52EF5764D686700F9F10ADAC8764DFC89DE1E56			
Farlight 84 		_Unreal4	0xF0E4D42730CAC0BD41A442056ECC5E530934BEAC426DE9C0B2F3ADA4E71B3C9D			
Farm 2	2011	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Farming Simulator 2009 (GAR)	2009	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farming Simulator 2011 (GAR)	2010	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farming Simulator 2013 (GAR)	2012	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farming Simulator 2013 (LUB2LUA)	2012	_QuickBMS	LUB Files (*.lub)|	\data\scripts\farming_simulator_lua.bms		
Farming Simulator 2015 (GAR)	2014	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farming Simulator 2018 (GAR)	2018	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farming Simulator 2022 (GAR)	2021	_QuickBMS	GAR Files (*.gar)|	\data\scripts\giants_software.bms		
Farmming Simulator		_ZIP				
Fashion Forward	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Fast and Curious	2017	_Construct				
Fast Detect	2016	_Source				
Fastlane Pinball	2006	_QuickBMS		\data\scripts\fastlane_pinball.bms		
Fat Princess	Page not found!	_QuickBMS		\data\scripts\fat_princess.bms		
Fatal Frame	Page not found!	_QuickBMS		\data\scripts\fatal_frame.bms		
FatGS Group File	Page not found!	_QuickBMS		\data\scripts\fatgs_group_file.bms		
FBI Hostage Rescue	2004	_QuickBMS	csa file (*.csa)|	\data\scripts\CSA_GEEK.bms		
FBL Floorball League	Page not found!	_QuickBMS		\data\scripts\fbl.bms		
FEAR 	2005	_LithTech				
FEAR 2: Project Origin 	2009	_LithTech				
FEAR 2: Reborn 	2009	_LithTech				
FEAR 3/F3AR	2011	_QuickBMS	не работает	\data\scripts\f3ar_prebuild.bms		
FEAR Extraction Point 	2006	_LithTech				
FEAR Files 	2007	_LithTech				
Fear for Sale: City Of The Past	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: Endless Voyage	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: Mystery of Mclnroy Manor	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: Nightmare Cinema	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: Phantom Tide	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: Sunnyvale Story	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
Fear for Sale: The 13 Keys	Page not found!	_QuickBMS		\data\scripts\cakeshop.bms		
FEAR Perseus Mandate 	2007	_LithTech				
Fearmonium	2021	_Construct				
FeeSoeeD	2017	_Construct				
Feng Yun	Page not found!	_QuickBMS		\data\scripts\feng_yun.bms		
Fengsehuanxiang	Page not found!	_QuickBMS		\data\scripts\fengsehuanxiang.bms		
Fernbus Simulator	2016	_Unreal4	0x493076563677723054466267336d323351755349776e59433173493041494471			
Feudal Kingdoms		_ZIP	Love2D Engine Files (*.love; *.exe)|			
FIFA 12	2011	_QuickBMS		\data\scripts\ea_big4.bms		
FIFA 14 (DAT)	2013	_QuickBMS		\data\scripts\fifa14.bms		
FIFA 14 Mobile	2013	_QuickBMS	fut.db file (fut.db)|	\data\scripts\fifa14_futdb.bms		
FIFA 17	2016	_FrostBite	3			
FIFA 18	2017	_QuickBMS		\data\scripts\fifa18_fbmod.bms		
FIFA 18	2017	_FrostBite	3			
FIFA 19	2018	_FrostBite	3			
FIFA 1999	1998	_GAUP	BIG, VIV Files (*.BIG; *.VIV)|			
FIFA 20	2019	_FrostBite	3			
FIFA 2000	1999	_GAUP	ABG, AMA, BIG, DUA, FRA, GEA, POA, SPA, SWA, UKA, VIV Files (*.ABG; *.AMA; *.BIG; *.DUA; *.FRA; *.GEA; *.POA; *.SPA; *.SWA; *.UKA; *.VIV)|			
FIFA 2001	2000	_GAUP	BIG, VIV Files (*.BIG; *.VIV)|			
FIFA 2002	2001	_GAUP	BIG, VIV Files (*.BIG; *.VIV)|			
FIFA 2002 (ABG)	2001	_QuickBMS	abg file (*.abg)|	\data\scripts\FIFA_2002_ABG.bms		
FIFA 2003	2002	_GAUP	BIG, VIV Files (*.BIG; *.VIV)|			
FIFA 2003 (ABG)	2002	_QuickBMS	abg file (*.abg)|	\data\scripts\FIFA_2003_ABG.bms		
FIFA 2004	2003	_GAUP	BIG Files (*.BIG)|			
FIFA 2005	2004	_GAUP	BIG, VIV Files (*.BIG; *.VIV)|			
FIFA 2006	2005	_GAUP	BIG Files (*.BIG)|			
FIFA 21	2020	_FrostBite	3			
FIFA Football Manager 2014	2013	_QuickBMS		\data\scripts\fifa_manager_2014.bms		
FIFA Manager (ENC)	Page not found!	_QuickBMS		\data\scripts\fifa_manager_enc.bms		
FIFA Manager (FMF)	Page not found!	_QuickBMS	fmf file (*.fmf)|	\data\scripts\ea_fmf.bms		
FIFA Manager 2006	2005	_GAUP	BIG Files (*.BIG)|			
FIFA Online 3	Page not found!	_QuickBMS		\data\scripts\raw_ea_10fb_dumper.bms		
Fight Night Champion (XBox360) (BIG)	2011	_QuickBMS	big file (*.big)|	\data\scripts\fightnight.bms		
Fight'N Rage	Page not found!	_QuickBMS	DAT File (*.dat)|	\data\scripts\fightnrage_dat.bms		
Fighting EX Layer Alpha 		_Unreal4	0x25AF96ECA86253B7A469AD4D91D2D8722838E4339BB20B26EAF2582FBC61AF00			
Fighting Spirit	Page not found!	_QuickBMS		\data\scripts\fighting_spirit.bms		
Figure Heads	Page not found!	_QuickBMS		\data\scripts\figureheaders.bms		
FIM Speedway Grand Prix	2003	_Chrome				
FIM Speedway Grand Prix 2	2006	_Chrome				
Fim Speedway Grand Prix 3	2008	_Chrome				
FIM Speedway Grand Prix 4	2011	_Chrome				
Final Doom 	1994	_idTech				
Final Fantasy 1 (PSP)	Page not found!	_QuickBMS		\data\scripts\ff13.bms		
Final Fantasy II (BIN)	1988	_QuickBMS	bin file (*.bin)|	\data\scripts\final_fantasy_bin.bms		
Final Fantasy IV	2014	_QuickBMS	DAT File (*.dat)|	\data\scripts\ff4_ssam.bms		
Final Fantasy Lightning Return	Page not found!	_QuickBMS		\data\scripts\ff_kb2j.bms		
Final Fantasy VII (LGP)	1997	_QuickBMS	lgp file (*.lgp)|	\data\scripts\Final_Fantasy_7_LGP.bms		
Final Fantasy VII: Crisis Core	1998	_QuickBMS	(discimg.fse -r discimg.pkg)|	\data\scripts\discimg_fse_pkg.bms		
Final Fantasy XIII	2009	_QuickBMS		\data\scripts\ff1psp.bms		
Final Fantasy XV	2016	_QuickBMS	EARC File (*.earc)|	\data\scripts\ffxv_earc.bms		
Final Hope: The Plot	2020	_Godot				
Final Storm	2017	_Godot				
Finding Nemo	2003	_QuickBMS		\data\scripts\finding_nemo.bms		
Fire Starter		_ZIP				
FIREFIGHT RELOADED	2015	_Source				
FireFly Studios	Page not found!	_QuickBMS		\data\scripts\firefly_studios.bms		
Fireman's Adventures	дата	_QuickBMS		\data\scripts\firemans_adventures.bms		
Firestorm: Thunderhawk 2	Page not found!	_QuickBMS	wad file (*.wad)|	\data\scripts\WAD.bms		
First Class Flurry	Page not found!	_QuickBMS		\data\scripts\vqpk.bms		
First Class Trouble (demo)		_Unreal4	0x80ED8F5CF1BC5AFE1D6C1412BD8504E912076A4E1D4BF72ED0220774335E17D8			
First Flight	Page not found!	_QuickBMS	avl file (*.avl)|	\data\scripts\CAT_CAT.bms		
Fishards	2021	_Godot				
Fishticuffs	2020	_Godot				
Fishtophies	Page not found!	_QuickBMS		\data\scripts\fishtophies.bms		
Fist of the Forgotten		_Godot				
Fist of the North Star Ken Rage	Page not found!	_QuickBMS		\data\scripts\fist_north_star_ken_rage.bms		
Fistful of Frags	2014	_Source				
Five Nights at Freddy's: Help Wanted		_Unreal4	0x028991114ACBF3B69F4EFF7C51106C4A4A90426BBC6A78D1B9B2E559FF8DE868			
Fix of Exit  series	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Flagsplosion	2017	_Godot				
Flame of Memory	2017	_Construct				
Flare3D	Page not found!	_QuickBMS		\data\scripts\flare3d.bms		
Flash Video (FLV,SWF,F4V)		_ZIP				
Flashpoint 2 Dragon Rising	Page not found!	_QuickBMS		\data\scripts\opflash2_create.bms		
FlatOut 2	2006	_QuickBMS		\data\scripts\flatout_bfs1.bms		
FlatOut Ultimate Carnage		_GAUP	BFS Files (*.BFS)|			
Flesh Water	2021	_Construct				
Flock!	Page not found!	_QuickBMS	(GameData.fpk)|	\data\scripts\flock.bms		
Flockers	2014	_QuickBMS		\data\scripts\team17.bms		
Floigan Bros	Page not found!	_QuickBMS	BIN Files (*.bin)|	\data\scripts\floigan_bros.bms		
Floria	Page not found!	_QuickBMS		\data\scripts\floria.bms		
FLT: Faster than Light	Page not found!	_QuickBMS	DAT File (*.dat)|	\data\scripts\flt.bms		
Focus on You		_Unreal4	0x36BA8AF0890628D7BD10273E8C752946322BA3287CA13E983F3ABA64525F61D5			
For Honor	2017	_Anvil				
Forbidden Siren	Page not found!	_QuickBMS		\data\scripts\siren.bms		
Forbidden Siren 2	2006	_QuickBMS		\data\scripts\siren_2.bms		
Force Unleashed 2 DLC	Page not found!	_QuickBMS		\data\scripts\force_unleashed_2.bms		
Forge		_ZIP				
Formula 1	1994	_QuickBMS	(*.pth -r *.dat)|	\data\scripts\formula1_pth_dat.bms		
Formula 1 97	Page not found!	_QuickBMS		\data\scripts\old_bizarre_creations.bms		
Forsaken Remastered (Remastered)	2018	_ZIP	KPF Files (*,kpf)|			
Fort Boyard Legend (DOS) MUZ	Page not found!	_QuickBMS	MUZ File (*.muz)|	\data\scripts\fort_boyard_legend.bms		
Fortress Forever	2015	_Source				
Forza Horizon 2	2014	_QuickBMS		\data\scripts\forza_horizon.bms		
Forza Horizon 3	2016	_QuickBMS		\data\scripts\forza_minizip.bms		
Forza Motorsport	2005	_QuickBMS	(UIMusic.wmapack)|	\data\scripts\forzamotorsport_wmapack.bms		
Forza Street		_Unreal4	0x9C4EB52BC3738129FCBF8A2C714E26CAF15DB26FB1435588048AE4D3F74C5D13			
Fossilfuel	2021	_Unreal4	0xF11B7DE5E22690164DB9C50E86871E255C6918861A635E92E0B41DA6C0471ED4			
Fountains of Fate	Page not found!	_QuickBMS		\data\scripts\midnight_mysteries.bms		
FoxPaww	2021	_Godot				
FoxyLand	2017	_Construct				
FPACTEX	Page not found!	_QuickBMS		\data\scripts\fpactex.bms		
Fracture Hell	2021	_Godot				
Fractured Space 	2016	_Unreal4	0xC8FC3EDFEB345BA690A5F925E67EBBA8E494EE6730305238D266ED89A2B8DBF2			
Fragile Fighter	2019	_Construct				
Frank Herbert's Dune	2001	_GAUP	DUN Files (*.DUN)|			
Freedom Fighters		_ZIP				
Freedom Force vs. the 3rd Reich		_ZIP				
Freedom Planet	2014	_QuickBMS		\data\scripts\freedom_planet.bms		
FreeJack	Page not found!	_QuickBMS		\data\scripts\freejack.bms		
Freelancer		_ZIP				
FreeLang (FLG)	Page not found!	_QuickBMS	flg file (*.flg)|	\data\scripts\freelang_flg.bms		
Freesia	Page not found!	_QuickBMS		\data\scripts\edelweiss.bms		
FreeSpace		_QuickBMS		\data\wcx\TotalObserver.wcx		
Freespace 2	1999	_QuickBMS		\data\scripts\VP_VPVP.bms		
FreeSpace Open		_QuickBMS		\data\wcx\TotalObserver.wcx		
Freestyle Football	Page not found!	_QuickBMS		\data\scripts\freestyle_football.bms		
Freestyle Street Basketball 2	Page not found!	_QuickBMS		\data\scripts\freestyle_basketball.bms		
Friday the 13th: The Game	2017	_Unreal4	0x3545393442413134363631443542433534333633323446424642444142363343			
Friends of little Yus	2021	_Godot				
Friends: The One with All the Trivia	2005	_QuickBMS		\data\scripts\friends_dpk.bms		
Friendship Club (Remastered)	2015	_ZIP	KPF Files (*,kpf)|			
FRM Fonts	Page not found!	_QuickBMS	frm file (*.frm)|	\data\scripts\frm_fonts.bms		
Frogger	Page not found!	_QuickBMS		\data\scripts\frogger.bms		
Frogger: The Great Quest	2003	_QuickBMS		\data\scripts\frogger_great_quest.bms		
From Earth	2016	_Source				
From Russia with Love (PSP)	2005	_Asura				
Front Mission 4	дата	_QuickBMS	(dvdimage.pos -r dvdimage.dat)	\data\scripts\front_mission_ps2_pos_dat.bms		
Front Mission 5 (PS2)	Page not found!	_QuickBMS	(dvdimage.pos -r dvdimage.dat)	\data\scripts\front_mission_ps2_pos_dat.bms		
Front Mission Online	2005	_QuickBMS	(dvdimage.pos -r dvdimage.dat)	\data\scripts\front_mission_ps2_pos_dat.bms		
Frontline: Fields of Thunder	2007	_ZIP	PAK file (*.pak)|			
Frostpoint VR (demo)		_Unreal4	0xE0D99CF399860E585677CBC8B79045273F4C990F95FC940B82ADF69A9A1C5B49			
Frostpunk	2018	_QuickBMS		\data\scripts\frostpunk.bms		
Frozen Synapse Prime	2014	_QuickBMS		\data\scripts\frozen_synapse.bms		
Frozenheim	2021	_Unreal4	0x2C64943C77F0EA8223B782DB8D8A09B231340AE8DEBEA881F35B6C6DA7871DFA			
Fruit Hoop	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
FTL: Faster Than Light	2012	_QuickBMS		\data\scripts\ftl_pkg.bms		
Full Auto 2 (PS3)	Page not found!	_QuickBMS		\data\scripts\full_auto_bt3.bms		
Full Mojo Rampage	2014	_QuickBMS		\data\scripts\teamico.bms		
Full Throttle Remastered	2017	_QuickBMS		\data\scripts\full_throttle.bms		
Fumito Ueda	Page not found!	_QuickBMS	(DataPC.pak)|	\data\scripts\full_mojo.bms		
FunLabs games	Page not found!	_QuickBMS		\data\scripts\funlabs.bms		
Fury 3		_GAUP	POD Files (*.POD)|			
Fury's Sky	2019	_idTech				
Fuser		_Unreal4	0x8849FB9BEC95E8B178CB553CD60473D474138D38D6FFFBB6BEEA5D81006BFB33			
Fusion Gam (WGM)	Page not found!	_QuickBMS		\data\scripts\wgm_fusion.bms		
Future Aero Racing	Page not found!	_QuickBMS		\data\scripts\future_aero_racing.bms		
Futuremark	Page not found!	_QuickBMS		\data\scripts\futuremark.bms		
Fuzion Frenzy	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Fuzzys World (RES)	Page not found!	_QuickBMS	res file (*.res)|	\data\scripts\Fuzzys_World_RES.bms		
Fuzzys World of Minature Golf	Page not found!	_QuickBMS		\data\scripts\RES_5.bms		
G String	2020	_Source				
G-Force	Page not found!	_QuickBMS	PAK File (*.pak)|	\data\scripts\gforce_pak.bms		
G.I. Joe Rise of Cobra	Page not found!	_QuickBMS		\data\scripts\gi_joe_cobra.bms		
G.I. Joe: Operation Blackout	2020	_Unreal4	0x6DA00FD93C5923B0BDCA99A20B55A7921A573DE7217DC8B58C4E31647D1D68E2			
Gacha Mecha Stadium Saru Battle	Page not found!	_QuickBMS	(dskimg.inf -r dskimg.bin)|	\data\scripts\dskimg_inf_bin.bms		
Gachi run: Running of the slaves	2020	_Godot				
Gal*Gun 2	2018	_Unreal4	0x644365507274734E454E33674F6E6A49304461693343336C7248564D706C366B			
Galactic Bulwark Strike	2018	_Godot				
Galactic Command: Echo Squad		_ZIP				
Galactix	Page not found!	_QuickBMS		\data\scripts\galactix.bms		
Galgun (PS3)	Page not found!	_QuickBMS		\data\scripts\galgun_ps3_vdm.bms		
Galidor: Defenders of the Outer Dimension	Page not found!	_QuickBMS		\data\scripts\galidor.bms		
Gallantry	2021	_Godot				
Game and Wario	Page not found!	_QuickBMS		\data\scripts\game_wario.bms		
Game Dev Studio	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Game of Thrones     	2012	_TellTale	57			
Game Room	Page not found!	_QuickBMS	RKV File (*.rkv)|	\data\scripts\rkv.bms		
Game Stock Car 2012	2012	_QuickBMS		\data\scripts\gamestockcar_exe.bms		
Game Stock Car 2013	2013	_QuickBMS		\data\scripts\gamestockcar_exe.bms		
GameCore Engine	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\gamecore.bms		
Gamehouse	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\gamehouse.bms		
Gameloft (GLA)	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\gameloft.bms		
Gameloft (N-gage)	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\gameloft_ngage.bms		
Gameloft Voxarch	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\voxarch.bms		
GameOverGames	#Note: move to engines menu	_QuickBMS	#Note: move to engines menu	\data\scripts\gaveovergames.bms		
GameTeam games	#Note: move to engines menu	_QuickBMS	grp file (*.grp)|	\data\scripts\deadlystars_starsword.bms		
GameTop games	#Note: move to engines menu	_QuickBMS	grp file (*.grp)|	\data\scripts\deadlystars_starsword.bms		
Gaming Mind Studios	#Note: move to engines menu	_QuickBMS		\data\scripts\gaming_mind_studios_fuk.bms		
Gamitate - Meditate, Relax, Feel Better	2021	_Godot				
Ganghood Survival		_Unreal4	0xB9F2A5D79F9E79036D76F8158214E491AEFE718F5D342D18E749C9E5450507BD			
Gangs of London (2006) PSP	Page not found!	_QuickBMS	BF Fle (*.bf)|	\data\scripts\gangs_of_london.bms		
Gangstar Vegas	2013	_QuickBMS		\data\scripts\gangstar_vegas_olya.bms		
Gantz the Game	Page not found!	_QuickBMS		\data\scripts\gantz_nkp.bms		
Garda	2021	_Construct				
Garena Plus	Page not found!	_QuickBMS		\data\scripts\garena_yanghx.bms		
Garry's Mod	2006	_Source				
Garshasp	2011	_QuickBMS		\data\scripts\garshasp_yyap.bms		
Gas Guzzlers	2012	_QuickBMS		\data\scripts\gas_guzzlers_probes.bms		
Gate of Chaos (Sky Gate / Arka) 		_Unreal4	0x466169746838564A65583052484D6742767970646533567167534D6875615077			
GDED Binary Format	Page not found!	_QuickBMS	#Note: move to archive or consoles menu	\data\scripts\gded_binary_format.bms		
Gear Grinder	Page not found!	_QuickBMS		\data\scripts\geargrinder.bms		
General Horse and the Package of Doom	2020	_Construct				
Genesis of Glory		_Unreal4	0xCBF8F23EECCFB2A9F7717BA4ECE891186C14A00F554E4E6FCC8C13AAE4096EE3			
Genji (DAT TIM2)	Page not found!	_QuickBMS		\data\scripts\genji_dat_tim2.bms		
Genji Dawn of the Samurai	дата	_QuickBMS		\data\scripts\genji.bms		
Genocide	Page not found!	_QuickBMS		\data\scripts\genocide.bms		
Geometry Wars 3 Dimensions	2014	_QuickBMS		\data\scripts\geometry_wars_3d.bms		
GetAmped 2	Page not found!	_QuickBMS		\data\scripts\getamped2.bms		
Getaway	Page not found!	_QuickBMS		\data\scripts\getaway.bms		
GetsuFumaDen: Undying Moon	2021	_Unreal4	0xF30F447C4E402E80AA7B8241F34956111C36D2DAD49910B8CCE3E6341F6C343C			
Gex - Deep Cover Gecko (PS1)	Page not found!	_QuickBMS	Crystal Dynamics Archive Type 8 (BIGFILE.DAT)	\data\scripts\cdat08_gex2.bms		
Gex (3DO)	Page not found!	_QuickBMS	BIG File (*.big)	\data\scripts\cdat02_totaleclipse.bms		
Gex (PS1, SATURN)	Page not found!	_QuickBMS	BIG File (*.big)	\data\scripts\cdat04_gex.bms		
Gex 3 (PS1)	Page not found!	_QuickBMS	Crystal Dynamics Archive Type 8 (BIGFILE.DAT)	\data\scripts\cdat08_gex2.bms		
Gex 3D: Enter the Gecko (PS1)	Page not found!	_QuickBMS	Crystal Dynamics Archive Type 8 (BIGFILE.DAT)	\data\scripts\cdat08_gex2.bms		
Ghost in the Shell (PS1)	Page not found!	_QuickBMS		\data\scripts\ghost_shell_ps1.bms		
Ghost In The Shell: Stand Alone Complex - First Assult Online	Page not found!	_QuickBMS		\data\scripts\ghost_shell_first_assault.bms		
Ghost Recon Online	Page not found!	_QuickBMS		\data\scripts\yeti_ybig.bms		
Ghost Recon: Advanced Warfighter (AV)	Page not found!	_QuickBMS	bundle file (*.bundle)|	\data\scripts\bundle.bms		
Ghost Recon: Advanced Warfighter (PS2) (IMG)	Page not found!	_QuickBMS		\data\scripts\graw_ps2.bms		
Ghost Recon: Advanced Warfighter (XML BANK)	Page not found!	_QuickBMS		\data\scripts\ghost_recon_xml_bank.bms		
Ghost Recon: Advanced Warfighter 2	Page not found!	_QuickBMS	bundle file (*.bundle)|	\data\scripts\bundle.bms		
Ghost Recon: Future Soldier	Page not found!	_QuickBMS		\data\scripts\yeti2.bms		
Ghost Recon: Jungle Storm	2004	_QuickBMS		\data\scripts\ghost_recon_jungle.bms		
Ghost Towns: The Cats Of Ulthar	Page not found!	_QuickBMS		\data\scripts\ghost_towns.bms		
Ghost Whisperer	Page not found!	_QuickBMS		\data\scripts\ghost_whisperer.bms		
Ghostbusters: Sanctum Of Slime	2011	_QuickBMS		\data\scripts\ghostbusters_sanctum_slime.bms		
Ghostist	2021	_Godot				
Ghostrunner 	2020	_Unreal4	0xAFADFEEBF975A84C57D106D94FB0E9795D54835B3B5392C3F263366105DF50B3			
Ghosts ‘n Goblins: Resurrection	2021	_REEngine				
Ghostwriter	Page not found!	_QuickBMS		\data\scripts\midnight_mysteries.bms		
Giants Citizen Kabuto (GZP)	2000	_QuickBMS		\data\scripts\Giants_Citizen_Kabuto_GZP.bms		
GIANTS Software GAR archive	Page not found!	_QuickBMS	#Note: move to engines menu	\data\scripts\giants_software.bms		
